forkod,nadkod,name,c_name,code,from,tom,lan
232608,232608000,Rätan ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län
218304,218304000,Rengsjö ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
218304,218304000,Rengsjö ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län.
230506,230506001,Revsund ,Västernorrlands,22,0,1809,-1810 Västernorrlands län
230506,230506001,Revsund ,Jämtlands,23,1810,1850,1810-05-07- Jämtlands län.
230901,230901000,Rödön ,Västernorrlands,22,0,1809,-1810 Västernorrlands län
230901,230901000,Rödön ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län.
218404,218404000,Rogsta ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
218404,218404000,Rogsta ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län.
178103,178103001,Rudskoga ,Närkes,27,0,1637,-1779 Närkes och Värmlands län
178103,178103000,Rudskoga ,Närkes,27,1638,1778,-1779 Närkes och Värmlands län
178103,178103000,Rudskoga ,Värmlands,17,1779,9999,1779-1834 huvuddelen i Värmlands län
218101,218101000,Sandviken ,Västernorrlands,22,1622,1761,-1762 Västernorrlands län
218101,218101000,Sandviken ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län.
12507,12507000,Sånga ,Stockholms,1,0,1785,-1786 Stockholms län
12507,12507000,Sånga ,Svartsjö,26,1786,1809,1786-1810 Svartsjö län
12507,12507000,Sånga ,Stockholms,1,1810,9999,1810- Stockholms län.
218305,218305000,Segersta ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
218305,218305000,Segersta ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län.
176501,176501000,Silbodal ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
176501,176501000,Silbodal ,Värmlands,17,1779,9999,1779- Värmlands län.
176502,176502000,Sillerud ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
176502,176502000,Sillerud ,Värmlands,17,1779,9999,1779- Värmlands län
38131,38131000,Simtuna ,Västmanlands,19,0,1970,-1970 Västmanlands län
38131,38131000,Simtuna ,Uppsala,3,1971,9999,1-971- Uppsala län.
12506,12506000,Skå ,Stockholms,1,0,1785,-1786 Stockholms län
12506,12506000,Skå ,Svartsjö,26,1786,1809,1786-1810 Svartsjö län
12506,12506000,Skå ,Stockholms,1,1810,9999,1810- Stockholms län.
186004,186004000,Skagershult ,Närkes,27,1647,1778,-1779 Närkes och Värmlands län
186004,186004000,Skagershult ,Örebro,18,1779,9999,1779- Örebro län.
173004,173004000,Skillingmark ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
173004,173004000,Skillingmark ,Värmlands,17,1779,9999,1779- Värmlands län.
218203,218203001,Skog ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
218203,218203001,Skog ,Gävleborgs,21,1762,1916,1762-06-29- Gävleborgs län.
186104,186104000,Sköllersta ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
186104,186104000,Sköllersta ,Örebro,18,1779,9999,1779Örebro län.
168652,168652000,Smula ,Älvsborgs,15,0,1973,1891-1973 helt i Älvsborgs län
168652,168652000,Smula ,Skaraborgs,16,1974,9999,1974- Skaraborgs län.
188204,188204000,Snavlunda ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
188204,188204000,Snavlunda ,Örebro,18,1779,9999,1779- Örebro län.
218205,218205001,Söderala ,Västernorrlands,22,0,1619,-1762 Västernorrlands län
218205,218205002,Söderala ,Västernorrlands,22,1620,1761,-1762 Västernorrlands län
218205,218205002,Söderala ,Gävleborgs,21,1762,1827,1762-06-29- Gävleborgs län.
218201,218201001,Söderhamn ,Västernorrlands,22,1620,1761,-1762 Västernorrlands län
218201,218201001,Söderhamn ,Gävleborgs,21,1762,1916,1762-06-29- Gävleborgs län.
164303,164303000,Södra Råda ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
164303,164303000,Södra Råda ,Värmlands,17,1779,1970,1779-1970 Värmlands län
164303,164303000,Södra Råda ,Skaraborgs,16,1971,9999,1971- Skaraborgs län.
131507,131507000,Södra Unnaryd ,Jönköpings,6,0,1973,-1973 Jönköpings län
131507,131507000,Södra Unnaryd ,Hallands,13,1974,9999,1974- Hallands län.
168650,168650000,Solberga ,Älvsborgs,15,0,1973,-1973 Älvsborgs län
168650,168650000,Solberga ,Skaraborgs,16,1974,9999,1974- Skaraborgs län.
178403,178403001,Stavnäs ,Närkes,27,0,1645,-1779 Närkes och Värmlands län
178403,178403000,Stavnäs ,Närkes,27,1646,1778,-1779 Närkes och Värmlands län
178403,178403000,Stavnäs ,Värmlands,17,1779,9999,1779- Värmlands län.
121404,121404000,Stenestad ,Kristianstads,11,0,1951,-1951 Kristianstads län
121404,121404000,Stenestad ,Malmöhus,12,1952,9999,1952- Malmöhus län.
171501,171501000,Stora Kil ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
171501,171501000,Stora Kil ,Värmlands,17,1779,9999,1779- Värmlands län.
188016,188016000,Stora Mellösa ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
188016,188016000,Stora Mellösa ,Örebro,18,1779,9999,1779- Örebro län.
231301,231301001,Ström ,Västernorrlands,22,0,1807,-1810 Västernorrlands län
231301,231301000,Ström ,Västernorrlands,22,1808,1809,-1810 Västernorrlands län
231301,231301000,Ström ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län
230304,230304000,Stugun ,Västernorrlands,22,0,1809,-1810 Västernorrlands län
230304,230304000,Stugun ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län.
230505,230505000,Sundsjö ,Västernorrlands,22,0,1809,-1810 Västernorrlands län
230505,230505000,Sundsjö ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län.
176601,176601001,Sunne ,Närkes,27,0,1750,-1779 Närkes och Värmlands län
176601,176601000,Sunne ,Närkes,27,1751,1778,-1779 Närkes och Värmlands län
176601,176601000,Sunne ,Värmlands,17,1779,9999,1779- Värmlands län.
238003,238003000,Sunne ,Västernorrlands,22,0,1809,-1810 Västernorrlands län
238003,238003000,Sunne ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län.
178305,178305000,Sunnemo ,Närkes,27,1653,1778,-1779 Närkes och Värmlands län
178305,178305000,Sunnemo ,Värmlands,17,1779,9999,1779- Värmlands län.
178511,178511000,Svanskog ,Närkes,27,0,1778,-1779 huvuddelen Närkes och Värmlands län
178511,178511000,Svanskog ,Värmlands,17,1779,9999,1779-1890 huvuddelen Värmlands län
236101,236101001,Sveg ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
236101,236101001,Sveg ,Gävleborgs,21,1762,1797,1762-06-29-1810 Gävleborgs län
236101,236101000,Sveg ,Gävleborgs,21,1798,1809,1762-06-29-1810 Gävleborgs län
236101,236101000,Sveg ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län
186105,186105001,Svennevad ,Närkes,27,0,1734,-1779 Närkes och Värmlands län
186105,186105000,Svennevad ,Närkes,27,1735,1778,-1779 Närkes och Värmlands län
186105,186105000,Svennevad ,Örebro,18,1779,9999,1779- Örebro län.
188006,188006000,Täby ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
188006,188006000,Täby ,Örebro,18,1779,9999,1779- Örebro län.
188024,188024001,Tångeråsa ,Närkes,27,0,1646,-1779 Närkes och Värmlands län
188024,188024000,Tångeråsa ,Närkes,27,1647,1778,-1779 Närkes och Värmlands län
188024,188024000,Tångeråsa ,Örebro,18,1779,9999,1779- Örebro län.
78119,78119000,Tannåker ,Jönköpings,6,0,1970,-1970 Jönköpings län
78119,78119000,Tannåker ,Kronobergs,7,1971,9999,1971- Kronobergs län.
236107,236107001,Tännäs ,Västernorrlands,22,0,1679,-1762 Västernorrlands län
236107,236107000,Tännäs ,Västernorrlands,22,1680,1761,-1762 Västernorrlands län
236107,236107000,Tännäs ,Gävleborgs,21,1762,1809,1762-06-29-1810 Gävleborgs län
236107,236107000,Tännäs ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län.
231308,231308000,Tåsjö ,Västernorrlands,22,1772,1973,1864-1973 helt i Västernorrlands län
231308,231308000,Tåsjö ,Jämtlands,23,1974,9999,1974- Jämtlands län.
18109,18109000,Taxinge ,Södermanlands,4,0,1970,-1970 Södermanlands län
18109,18109000,Taxinge ,Stockholms,1,1971,9999,1971- Stockholms län.
186003,186003000,Tived ,Skaraborgs,16,1842,1966,-1966 Skaraborgs län
186003,186003000,Tived ,Örebro,18,1967,9999,1967- Örebro län.
126708,126708000,Tjörnarp ,Kristianstads,11,0,1968,förr huvuddelen i Kristianstads län och del (Karlarp
126708,126708000,Tjörnarp ,Malmöhus,12,1969,9999,1969- Malmöhus län.
176508,176508000,Töcksmark ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
176508,176508000,Töcksmark ,Värmlands,17,1779,9999,1779- Värmlands län.
210402,210402001,Torsåker ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
210402,210402001,Torsåker ,Gävleborgs,21,1762,1910,1762-06-29- Gävleborgs län.
38134,38134000,Torstuna ,Västmanlands,19,0,1970,-1970 Västmanlands län
38134,38134000,Torstuna ,Uppsala,3,1971,9999,1971- Uppsala län.
116007,116007000,Tranås ,Malmöhus,12,0,1890,-1890 Malmöhus län
116007,116007000,Tranås ,Kristianstads,11,1891,9999,1891- Kristianstads län.
176506,176506000,Trankil ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
176506,176506000,Trankil ,Värmlands,17,1779,9999,1779- Värmlands län.
218208,218208000,Trönö ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
218208,218208000,Trönö ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län.
213205,213205000,Bergsjö,,22,0,1761,
213205,213205000,Bergsjö,,21,1762,9999,
218408,218408000,Delsbo,,22,0,1761,
218408,218408000,Delsbo,,21,1762,9999,
56305,56305000,Tryserum ,Kalmar,8,0,1970,Tryserums församling -1970 Kalmar län
56305,56305000,Tryserum ,Östergötlands,5,1971,9999,1971- Östergötlands län.
178502,178502000,Tveta ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
178502,178502000,Tveta ,Värmlands,17,1779,9999,1779- Värmlands län.
188008,188008000,Tysslinge ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
188008,188008000,Tysslinge ,Örebro,18,1779,9999,1779- Örebro län.
232105,232105000,Undersåker ,Västernorrlands,22,0,1809,-1810 Västernorrlands län
232105,232105000,Undersåker ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län (tidvis viss del i Kopparbergs län).
218308,218308000,Undersvik ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
218308,218308000,Undersvik ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län.
232605,232605000,Storsjö,Västernorrlands,22,1751,1761,-1762 Västernorrlands län
232605,232605000,Storsjö,Gävleborgs,21,1762,1809,1762-06-29-1810 Gävleborgs län
232605,232605000,Storsjö,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län.
218006,218006000,Valbo ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
218006,218006000,Valbo ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län
143003,143003000,Valbo-Ryr ,Älvsborgs,15,0,1966,-1966 Älvsborgs län
143003,143003000,Valbo-Ryr ,Bohus,14,1967,9999,1967- Göteborgs och Bohus län.
128618,128618000,Valleberga ,Kristianstads,11,0,1970,-1970 Kristianstads län
128618,128618000,Valleberga ,Malmöhus,12,1971,9999,1971- Malmöhus län.
38203,38203000,Valö ,Stockholms,1,1612,1970,-1970 Stockholms län
38203,38203000,Valö ,Uppsala,3,1971,9999,1971- Uppsala län.
158007,158007000,Vänersnäs ,Skaraborgs,16,0,1951,-1951 Skaraborgs län
158007,158007000,Vänersnäs ,Älvsborgs,15,1952,9999,1952- Älvsborgs län.
176404,176404000,Värmskog ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
176404,176404000,Värmskog ,Värmlands,17,1779,9999,1779- Värmlands län.
213201,213201000,,,22,0,1761,
213201,213201000,,,21,1762,9999,
178302,178302001,,,27,0,1778,
178302,178302001,,,17,1779,1788,
178004,178004000,Väse ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
178004,178004000,Väse ,Värmlands,17,1779,9999,1779- Värmlands län.
38034,38034000,Vassunda ,Stockholms,1,0,1970,-1970 Stockholms län
38034,38034000,Vassunda ,Uppsala,3,1971,9999,1971- Uppsala län.
,,,,,,,
156206,156206000,Västerlanda ,Bohus,14,0,1970,-1970 Göteborgs och Bohus län
156206,156206000,Västerlanda ,Älvsborgs,15,1971,9999,1971- Älvsborgs län.
176602,176602000,Västra Ämtervik ,Närkes,27,1674,1778,-1779 Närkes och Värmlands län
176602,176602000,Västra Ämtervik ,Värmlands,17,1779,9999,1779- Värmlands län.
178206,178206001,,,27,1624,1642,
178206,178206002,,,27,1643,1778,
178206,178206002,,,17,1779,1959,
178408,178408000,,,27,0,1778,
178408,178408000,,,17,1779,9999,
176507,176507000,Västra Fågelvik ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
176507,176507000,Västra Fågelvik ,Värmlands,17,1779,9999,1779Värmlands län.
173003,173003000,,,27,0,1778,
173003,173003000,,,17,1779,9999,
,,,,,,,
13904,13904000,Västra Ryd ,Uppsala,3,0,1970,-1970 Uppsala län
13904,13904000,Västra Ryd ,Stockholms,1,1971,9999,1971- Stockholms län.
178512,178512000,,,27,0,1778,
178512,178512000,,,17,1779,9999,
178509,178509000,,,27,0,1778,
178509,178509000,,,17,1779,9999,
176401,176401001,,,27,0,1715,
176401,176401000,,,27,1716,1778,
176401,176401000,,,17,1779,9999,
178010,178010000,,,27,0,1778,
178010,178010000,,,17,1779,9999,
178501,178501001,,,27,0,1778,
178501,178501001,,,17,1779,1942,
236104,236104000,Vemdalen ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
236104,236104000,Vemdalen ,Gävleborgs,21,1762,1809,1762-06-29-1810 Gävleborgs län
236104,236104000,Vemdalen ,Jämtlands,23,1810,9999,1810-05-07- Jämtlands län.
186102,186102000,Viby ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
186102,186102000,Viby ,Örebro,18,1779,9999,1779- Örebro län.
188007,188007000,Vintrosa ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
188007,188007000,Vintrosa ,Örebro,18,1779,9999,1779- Örebro län.
188101,188101000,Kumla,,27,0,1778,
188101,188101000,Kumla,,18,1779,9999,
186302,186302001,,,27,1633,1643,
186302,186302000,,,27,1644,1778,
186302,186302000,,,18,1779,9999,
178105,178105000,Visnum ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
178105,178105000,Visnum ,Värmlands,17,1779,9999,1779- Värmlands län.
178104,178104000,Visnums-Kil ,Närkes,27,0,1778,-1779 Närkes och Värmlands län
178104,178104000,Visnums-Kil ,Värmlands,17,1779,9999,1779- Värmlands län.
186303,186303000,,,27,1640,1778,
186303,186303000,,,18,1779,9999,
188021,188021000,,,27,0,1778,
188021,188021000,,,18,1779,9999,
212102,212102000,Voxna ,Västernorrlands,22,1759,1761,-1762 Västernorrlands län
212102,212102000,Voxna ,Gävleborgs,21,1762,9999,1762-06-29- Gävleborgs län
236109,236109001,Ytterhogdal ,Västernorrlands,22,0,1761,-1762 Västernorrlands län
236109,236109001,Ytterhogdal ,Gävleborgs,21,1762,1863,1762-06-29-1863 Gävleborgs län
236109,236109001,Ytterhogdal ,Jämtlands,23,1864,1924,1864-Jämtlands län
188026,188026000,,,27,0,1778,
188026,188026000,,,18,1779,9999,
188102,188102000,,,27,0,1778,
188102,188102000,,,18,1779,9999,
188205,188205000,,,27,0,1778,
188205,188205000,,,18,1779,9999,
188403,188403000,,,27,1660,1778,
188403,188403000,,,18,1779,9999,
88513,88513000,,,8,0,1818,
88513,88513000,,,28,1819,1826,
88513,88513000,,,8,1827,9999,
88514,88514000,,,8,0,1818,
88514,88514000,,,28,1819,1826,
88514,88514000,,,8,1827,9999,
88515,88515000,,,8,0,1818,
88515,88515000,,,28,1819,1826,
88515,88515000,,,8,1827,9999,
88516,88516000,,,8,0,1818,
88516,88516000,,,28,1819,1826,
88516,88516000,,,8,1827,9999,
88502,88502000,,,8,0,1818,
88502,88502000,,,28,1819,1826,
88502,88502000,,,8,1827,9999,
88504,88504000,,,8,0,1818,
88504,88504000,,,28,1819,1826,
88504,88504000,,,8,1827,9999,
88507,88507000,,,8,0,1818,
88507,88507000,,,28,1819,1826,
88507,88507000,,,8,1827,9999,
88505,88505000,,,8,0,1818,
88505,88505000,,,28,1819,1826,
88505,88505000,,,8,1827,9999,
88506,88506000,,,8,0,1818,
88506,88506000,,,28,1819,1826,
88506,88506000,,,8,1827,9999,
88501,88501000,,,8,1777,1818,
88501,88501000,,,28,1819,1826,
88501,88501000,,,8,1827,9999,
88508,88508000,,,8,1777,1818,
88508,88508000,,,28,1819,1826,
88508,88508000,,,8,1827,9999,
88510,88510000,,,8,0,1818,
88510,88510000,,,28,1819,1826,
88510,88510000,,,8,1827,9999,
88509,88509000,,,8,0,1818,
88509,88509000,,,28,1819,1826,
88509,88509000,,,8,1827,9999,
88511,88511000,,,8,0,1818,
88511,88511000,,,28,1819,1826,
88511,88511000,,,8,1827,9999,
84013,84013000,,,8,0,1818,
84013,84013000,,,28,1819,1826,
84013,84013000,,,8,1827,9999,
88512,88512000,,,8,0,1818,
88512,88512000,,,28,1819,1826,
88512,88512000,,,8,1827,9999,
84014,84014000,,,8,0,1818,
84014,84014000,,,28,1819,1826,
84014,84014000,,,8,1827,9999,
84016,84016000,,,8,0,1818,
84016,84016000,,,28,1819,1826,
84016,84016000,,,8,1827,9999,
84015,84015000,,,8,0,1818,
84015,84015000,,,28,1819,1826,
84015,84015000,,,8,1827,9999,
84017,84017000,,,8,0,1818,
84017,84017000,,,28,1819,1826,
84017,84017000,,,8,1827,9999,
84018,84018000,,,8,0,1818,
84018,84018000,,,28,1819,1826,
84018,84018000,,,8,1827,9999,
84001,84001000,,,8,0,1818,
84001,84001000,,,28,1819,1826,
84001,84001000,,,8,1827,9999,
84002,84002000,,,8,0,1818,
84002,84002000,,,28,1819,1826,
84002,84002000,,,8,1827,9999,
84003,84003000,,,8,0,1818,
84003,84003000,,,28,1819,1826,
84003,84003000,,,8,1827,9999,
84004,84004000,,,8,0,1818,
84004,84004000,,,28,1819,1826,
84004,84004000,,,8,1827,9999,
84006,84006000,,,8,0,1818,
84006,84006000,,,28,1819,1826,
84006,84006000,,,8,1827,9999,
84005,84005000,,,8,0,1818,
84005,84005000,,,28,1819,1826,
84005,84005000,,,8,1827,9999,
84007,84007000,,,8,0,1818,
84007,84007000,,,28,1819,1826,
84007,84007000,,,8,1827,9999,
84008,84008000,,,8,0,1818,
84008,84008000,,,28,1819,1826,
84008,84008000,,,8,1827,9999,
84008,84009000,,,8,0,1818,
84009,84009000,,,28,1819,1826,
84009,84009000,,,8,1827,9999,
84009,84010000,,,8,0,1818,
84010,84010000,,,28,1819,1826,
84010,84010000,,,8,1827,9999,
84011,84011000,,,8,0,1818,
84011,84011000,,,28,1819,1826,
84011,84011000,,,8,1827,9999,
84012,84012000,,,8,0,1818,
84012,84012000,,,28,1819,1826,
84012,84012000,,,8,1827,9999,
88503,88503000,,,8,0,1818,
88503,88503000,,,28,1819,1826,
88503,88503000,,,8,1827,9999,
18021,18021003,,,2,1931,1956,
18029,18029000,,,2,1955,1967,
18029,18029000,,,1,1968,9999,
18034,18034001,,,2,1931,1956,
18013,18013002,,,1,1654,1714,
18013,18013002,,,2,1715,1924,
18004,18004000,,,2,1907,1967,
18004,18004000,,,1,1968,9999,
18014,18014000,,,2,1925,1967,
18014,18014000,,,1,1968,9999,
18005,18005000,,,2,1906,1967,
18005,18005000,,,1,1968,9999,
18015,18015000,,,2,1917,1967,
18015,18015000,,,1,1968,9999,
18021,18021002,,,1,1640,1714,
18021,18021002,,,2,1715,1930,
18009,18009000,,,2,1906,1967,
18009,18009000,,,1,1968,9999,
18034,18034000,,,2,1957,1967,
18034,18034000,,,1,1968,9999,
18006,18006000,,,2,1906,1967,
18006,18006000,,,1,1968,9999,
18018,18018001,,,1,1671,1714,
18018,18018001,,,2,1715,1924,
18038,18038000,,,2,1962,1967,
18038,18038000,,,1,1968,9999,
18010,18010000,,,2,1906,1967,
18010,18010000,,,1,1968,9999,
18027,18027001,,,1,0,1714,
18027,18027001,,,2,1715,1908,
18017,18017000,,,2,1917,1967,
18017,18017000,,,1,1968,9999,
18023,18023000,,,2,1957,1967,
18023,18023000,,,1,1968,9999,
18015,18015001,,,1,1654,1714,
18015,18015001,,,2,1715,1916,
18010,18010001,,,1,0,1714,
18010,18010001,,,2,1715,1905,
18019,18019000,,,2,1925,1967,
18019,18019000,,,1,1968,9999,
18027,18027002,,,2,1909,1954,
18041,18041002,,,2,1962,1967,
18041,18041002,,,1,1968,1973,
18041,18041001,,,1,0,1714,
18041,18041001,,,2,1715,1961,
18039,18039001,,,2,1957,1967,
18039,18039001,,,1,1968,1968,
18025,18025000,,,2,1957,1967,
18025,18025000,,,1,1968,9999,
18036,18036000,,,2,1957,1967,
18036,18036000,,,1,1968,9999,
18013,18013000,,,2,1925,1967,
18013,18013000,,,1,1968,9999,
18018,18018000,,,2,1925,1967,
18018,18018000,,,1,1968,9999,
18005,18005001,,,1,1675,1714,
18005,18005001,,,2,1715,1905,
18001,18001004,,,1,1675,1714,
18001,18001004,,,2,1715,1906,
18027,18027000,,,2,1955,1967,
18027,18027000,,,1,1968,9999,
18021,18021000,,,2,1957,1967,
18021,18021000,,,1,1968,9999,
18011,18011000,,,2,1906,1967,
18011,18011000,,,1,1968,9999,
18007,18007000,,,2,1906,1967,
18007,18007000,,,1,1968,9999,
18001,18001000,,,2,1907,1967,
18001,18001000,,,1,1968,9999,
18028,18028000,,,2,1955,1967,
18028,18028000,,,1,1968,9999,
